id,sprite,name,types
25,https://img.pokemondb.net/sprites/sword-shield/icon/pikachu-lets-go.png,Pikachu Partner Pikachu,"[""Electric""]"
26,https://img.pokemondb.net/sprites/sword-shield/icon/raichu.png,Raichu,"[""Electric""]"
26,https://img.pokemondb.net/sprites/sword-shield/icon/raichu-alolan.png,Raichu Alolan Raichu,"[""Electric"",""Psychic""]"
27,https://img.pokemondb.net/sprites/sword-shield/icon/sandshrew.png,Sandshrew,"[""Ground""]"
27,https://img.pokemondb.net/sprites/sword-shield/icon/sandshrew-alolan.png,Sandshrew Alolan Sandshrew,"[""Ice"",""Steel""]"
28,https://img.pokemondb.net/sprites/sword-shield/icon/sandslash.png,Sandslash,"[""Ground""]"
28,https://img.pokemondb.net/sprites/sword-shield/icon/sandslash-alolan.png,Sandslash Alolan Sandslash,"[""Ice"",""Steel""]"
29,https://img.pokemondb.net/sprites/sword-shield/icon/nidoran-f.png,Nidoran♀,"[""Poison""]"
30,https://img.pokemondb.net/sprites/sword-shield/icon/nidorina.png,Nidorina,"[""Poison""]"
31,https://img.pokemondb.net/sprites/sword-shield/icon/nidoqueen.png,Nidoqueen,"[""Poison"",""Ground""]"
32,https://img.pokemondb.net/sprites/sword-shield/icon/nidoran-m.png,Nidoran♂,"[""Poison""]"
33,https://img.pokemondb.net/sprites/sword-shield/icon/nidorino.png,Nidorino,"[""Poison""]"
34,https://img.pokemondb.net/sprites/sword-shield/icon/nidoking.png,Nidoking,"[""Poison"",""Ground""]"
35,https://img.pokemondb.net/sprites/sword-shield/icon/clefairy.png,Clefairy,"[""Fairy""]"
36,https://img.pokemondb.net/sprites/sword-shield/icon/clefable.png,Clefable,"[""Fairy""]"
37,https://img.pokemondb.net/sprites/sword-shield/icon/vulpix.png,Vulpix,"[""Fire""]"
37,https://img.pokemondb.net/sprites/sword-shield/icon/vulpix-alolan.png,Vulpix Alolan Vulpix,"[""Ice""]"
38,https://img.pokemondb.net/sprites/sword-shield/icon/ninetales.png,Ninetales,"[""Fire""]"
38,https://img.pokemondb.net/sprites/sword-shield/icon/ninetales-alolan.png,Ninetales Alolan Ninetales,"[""Ice"",""Fairy""]"
39,https://img.pokemondb.net/sprites/sword-shield/icon/jigglypuff.png,Jigglypuff,"[""Normal"",""Fairy""]"
40,https://img.pokemondb.net/sprites/sword-shield/icon/wigglytuff.png,Wigglytuff,"[""Normal"",""Fairy""]"
41,https://img.pokemondb.net/sprites/sword-shield/icon/zubat.png,Zubat,"[""Poison"",""Flying""]"
42,https://img.pokemondb.net/sprites/sword-shield/icon/golbat.png,Golbat,"[""Poison"",""Flying""]"
43,https://img.pokemondb.net/sprites/sword-shield/icon/oddish.png,Oddish,"[""Grass"",""Poison""]"
44,https://img.pokemondb.net/sprites/sword-shield/icon/gloom.png,Gloom,"[""Grass"",""Poison""]"
45,https://img.pokemondb.net/sprites/sword-shield/icon/vileplume.png,Vileplume,"[""Grass"",""Poison""]"
46,https://img.pokemondb.net/sprites/sword-shield/icon/paras.png,Paras,"[""Bug"",""Grass""]"
47,https://img.pokemondb.net/sprites/sword-shield/icon/parasect.png,Parasect,"[""Bug"",""Grass""]"
48,https://img.pokemondb.net/sprites/sword-shield/icon/venonat.png,Venonat,"[""Bug"",""Poison""]"
49,https://img.pokemondb.net/sprites/sword-shield/icon/venomoth.png,Venomoth,"[""Bug"",""Poison""]"
50,https://img.pokemondb.net/sprites/sword-shield/icon/diglett.png,Diglett,"[""Ground""]"
50,https://img.pokemondb.net/sprites/sword-shield/icon/diglett-alolan.png,Diglett Alolan Diglett,"[""Ground"",""Steel""]"
51,https://img.pokemondb.net/sprites/sword-shield/icon/dugtrio.png,Dugtrio,"[""Ground""]"
51,https://img.pokemondb.net/sprites/sword-shield/icon/dugtrio-alolan.png,Dugtrio Alolan Dugtrio,"[""Ground"",""Steel""]"
52,https://img.pokemondb.net/sprites/sword-shield/icon/meowth.png,Meowth,"[""Normal""]"
52,https://img.pokemondb.net/sprites/sword-shield/icon/meowth-alolan.png,Meowth Alolan Meowth,"[""Dark""]"
52,https://img.pokemondb.net/sprites/sword-shield/icon/meowth-galarian.png,Meowth Galarian Meowth,"[""Steel""]"
53,https://img.pokemondb.net/sprites/sword-shield/icon/persian.png,Persian,"[""Normal""]"
53,https://img.pokemondb.net/sprites/sword-shield/icon/persian-alolan.png,Persian Alolan Persian,"[""Dark""]"
54,https://img.pokemondb.net/sprites/sword-shield/icon/psyduck.png,Psyduck,"[""Water""]"
55,https://img.pokemondb.net/sprites/sword-shield/icon/golduck.png,Golduck,"[""Water""]"
56,https://img.pokemondb.net/sprites/sword-shield/icon/mankey.png,Mankey,"[""Fighting""]"
57,https://img.pokemondb.net/sprites/sword-shield/icon/primeape.png,Primeape,"[""Fighting""]"
58,https://img.pokemondb.net/sprites/sword-shield/icon/growlithe.png,Growlithe,"[""Fire""]"
58,https://img.pokemondb.net/sprites/scarlet-violet/icon/growlithe-hisuian.png,Growlithe Hisuian Growlithe,"[""Fire"",""Rock""]"
59,https://img.pokemondb.net/sprites/sword-shield/icon/arcanine.png,Arcanine,"[""Fire""]"
59,https://img.pokemondb.net/sprites/scarlet-violet/icon/arcanine-hisuian.png,Arcanine Hisuian Arcanine,"[""Fire"",""Rock""]"
60,https://img.pokemondb.net/sprites/sword-shield/icon/poliwag.png,Poliwag,"[""Water""]"
61,https://img.pokemondb.net/sprites/sword-shield/icon/poliwhirl.png,Poliwhirl,"[""Water""]"
62,https://img.pokemondb.net/sprites/sword-shield/icon/poliwrath.png,Poliwrath,"[""Water"",""Fighting""]"
63,https://img.pokemondb.net/sprites/sword-shield/icon/abra.png,Abra,"[""Psychic""]"
64,https://img.pokemondb.net/sprites/sword-shield/icon/kadabra.png,Kadabra,"[""Psychic""]"
65,https://img.pokemondb.net/sprites/sword-shield/icon/alakazam.png,Alakazam,"[""Psychic""]"
65,https://img.pokemondb.net/sprites/sword-shield/icon/alakazam-mega.png,Alakazam Mega Alakazam,"[""Psychic""]"
66,https://img.pokemondb.net/sprites/sword-shield/icon/machop.png,Machop,"[""Fighting""]"
67,https://img.pokemondb.net/sprites/sword-shield/icon/machoke.png,Machoke,"[""Fighting""]"
68,https://img.pokemondb.net/sprites/sword-shield/icon/machamp.png,Machamp,"[""Fighting""]"
69,https://img.pokemondb.net/sprites/sword-shield/icon/bellsprout.png,Bellsprout,"[""Grass"",""Poison""]"
70,https://img.pokemondb.net/sprites/sword-shield/icon/weepinbell.png,Weepinbell,"[""Grass"",""Poison""]"
71,https://img.pokemondb.net/sprites/sword-shield/icon/victreebel.png,Victreebel,"[""Grass"",""Poison""]"
72,https://img.pokemondb.net/sprites/sword-shield/icon/tentacool.png,Tentacool,"[""Water"",""Poison""]"
73,https://img.pokemondb.net/sprites/sword-shield/icon/tentacruel.png,Tentacruel,"[""Water"",""Poison""]"
74,https://img.pokemondb.net/sprites/sword-shield/icon/geodude.png,Geodude,"[""Rock"",""Ground""]"
74,https://img.pokemondb.net/sprites/sword-shield/icon/geodude-alolan.png,Geodude Alolan Geodude,"[""Rock"",""Electric""]"
75,https://img.pokemondb.net/sprites/sword-shield/icon/graveler.png,Graveler,"[""Rock"",""Ground""]"
75,https://img.pokemondb.net/sprites/sword-shield/icon/graveler-alolan.png,Graveler Alolan Graveler,"[""Rock"",""Electric""]"
76,https://img.pokemondb.net/sprites/sword-shield/icon/golem.png,Golem,"[""Rock"",""Ground""]"
76,https://img.pokemondb.net/sprites/sword-shield/icon/golem-alolan.png,Golem Alolan Golem,"[""Rock"",""Electric""]"
77,https://img.pokemondb.net/sprites/sword-shield/icon/ponyta.png,Ponyta,"[""Fire""]"
77,https://img.pokemondb.net/sprites/sword-shield/icon/ponyta-galarian.png,Ponyta Galarian Ponyta,"[""Psychic""]"
78,https://img.pokemondb.net/sprites/sword-shield/icon/rapidash.png,Rapidash,"[""Fire""]"
78,https://img.pokemondb.net/sprites/sword-shield/icon/rapidash-galarian.png,Rapidash Galarian Rapidash,"[""Psychic"",""Fairy""]"
79,https://img.pokemondb.net/sprites/sword-shield/icon/slowpoke.png,Slowpoke,"[""Water"",""Psychic""]"
79,https://img.pokemondb.net/sprites/sword-shield/icon/slowpoke-galarian.png,Slowpoke Galarian Slowpoke,"[""Psychic""]"
80,https://img.pokemondb.net/sprites/sword-shield/icon/slowbro.png,Slowbro,"[""Water"",""Psychic""]"
80,https://img.pokemondb.net/sprites/sword-shield/icon/slowbro-mega.png,Slowbro Mega Slowbro,"[""Water"",""Psychic""]"
80,https://img.pokemondb.net/sprites/sword-shield/icon/slowbro-galarian.png,Slowbro Galarian Slowbro,"[""Poison"",""Psychic""]"
81,https://img.pokemondb.net/sprites/sword-shield/icon/magnemite.png,Magnemite,"[""Electric"",""Steel""]"
82,https://img.pokemondb.net/sprites/sword-shield/icon/magneton.png,Magneton,"[""Electric"",""Steel""]"
83,https://img.pokemondb.net/sprites/sword-shield/icon/farfetchd.png,Farfetch'd,"[""Normal"",""Flying""]"
83,https://img.pokemondb.net/sprites/sword-shield/icon/farfetchd-galarian.png,Farfetch'd Galarian Farfetch'd,"[""Fighting""]"
84,https://img.pokemondb.net/sprites/sword-shield/icon/doduo.png,Doduo,"[""Normal"",""Flying""]"
85,https://img.pokemondb.net/sprites/sword-shield/icon/dodrio.png,Dodrio,"[""Normal"",""Flying""]"
86,https://img.pokemondb.net/sprites/sword-shield/icon/seel.png,Seel,"[""Water""]"
87,https://img.pokemondb.net/sprites/sword-shield/icon/dewgong.png,Dewgong,"[""Water"",""Ice""]"
88,https://img.pokemondb.net/sprites/sword-shield/icon/grimer.png,Grimer,"[""Poison""]"
88,https://img.pokemondb.net/sprites/sword-shield/icon/grimer-alolan.png,Grimer Alolan Grimer,"[""Poison"",""Dark""]"
89,https://img.pokemondb.net/sprites/sword-shield/icon/muk.png,Muk,"[""Poison""]"
89,https://img.pokemondb.net/sprites/sword-shield/icon/muk-alolan.png,Muk Alolan Muk,"[""Poison"",""Dark""]"
90,https://img.pokemondb.net/sprites/sword-shield/icon/shellder.png,Shellder,"[""Water""]"
91,https://img.pokemondb.net/sprites/sword-shield/icon/cloyster.png,Cloyster,"[""Water"",""Ice""]"
92,https://img.pokemondb.net/sprites/sword-shield/icon/gastly.png,Gastly,"[""Ghost"",""Poison""]"
93,https://img.pokemondb.net/sprites/sword-shield/icon/haunter.png,Haunter,"[""Ghost"",""Poison""]"
94,https://img.pokemondb.net/sprites/sword-shield/icon/gengar.png,Gengar,"[""Ghost"",""Poison""]"
94,https://img.pokemondb.net/sprites/sword-shield/icon/gengar-mega.png,Gengar Mega Gengar,"[""Ghost"",""Poison""]"
95,https://img.pokemondb.net/sprites/sword-shield/icon/onix.png,Onix,"[""Rock"",""Ground""]"
96,https://img.pokemondb.net/sprites/sword-shield/icon/drowzee.png,Drowzee,"[""Psychic""]"
97,https://img.pokemondb.net/sprites/sword-shield/icon/hypno.png,Hypno,"[""Psychic""]"
98,https://img.pokemondb.net/sprites/sword-shield/icon/krabby.png,Krabby,"[""Water""]"
99,https://img.pokemondb.net/sprites/sword-shield/icon/kingler.png,Kingler,"[""Water""]"
100,https://img.pokemondb.net/sprites/sword-shield/icon/voltorb.png,Voltorb,"[""Electric""]"
100,https://img.pokemondb.net/sprites/scarlet-violet/icon/voltorb-hisuian.png,Voltorb Hisuian Voltorb,"[""Electric"",""Grass""]"
101,https://img.pokemondb.net/sprites/sword-shield/icon/electrode.png,Electrode,"[""Electric""]"
101,https://img.pokemondb.net/sprites/scarlet-violet/icon/electrode-hisuian.png,Electrode Hisuian Electrode,"[""Electric"",""Grass""]"
102,https://img.pokemondb.net/sprites/sword-shield/icon/exeggcute.png,Exeggcute,"[""Grass"",""Psychic""]"
103,https://img.pokemondb.net/sprites/sword-shield/icon/exeggutor.png,Exeggutor,"[""Grass"",""Psychic""]"
103,https://img.pokemondb.net/sprites/sword-shield/icon/exeggutor-alolan.png,Exeggutor Alolan Exeggutor,"[""Grass"",""Dragon""]"
104,https://img.pokemondb.net/sprites/sword-shield/icon/cubone.png,Cubone,"[""Ground""]"
105,https://img.pokemondb.net/sprites/sword-shield/icon/marowak.png,Marowak,"[""Ground""]"
105,https://img.pokemondb.net/sprites/sword-shield/icon/marowak-alolan.png,Marowak Alolan Marowak,"[""Fire"",""Ghost""]"
106,https://img.pokemondb.net/sprites/sword-shield/icon/hitmonlee.png,Hitmonlee,"[""Fighting""]"
107,https://img.pokemondb.net/sprites/sword-shield/icon/hitmonchan.png,Hitmonchan,"[""Fighting""]"
108,https://img.pokemondb.net/sprites/sword-shield/icon/lickitung.png,Lickitung,"[""Normal""]"
109,https://img.pokemondb.net/sprites/sword-shield/icon/koffing.png,Koffing,"[""Poison""]"
110,https://img.pokemondb.net/sprites/sword-shield/icon/weezing.png,Weezing,"[""Poison""]"
110,https://img.pokemondb.net/sprites/sword-shield/icon/weezing-galarian.png,Weezing Galarian Weezing,"[""Poison"",""Fairy""]"
111,https://img.pokemondb.net/sprites/sword-shield/icon/rhyhorn.png,Rhyhorn,"[""Ground"",""Rock""]"
112,https://img.pokemondb.net/sprites/sword-shield/icon/rhydon.png,Rhydon,"[""Ground"",""Rock""]"
113,https://img.pokemondb.net/sprites/sword-shield/icon/chansey.png,Chansey,"[""Normal""]"
114,https://img.pokemondb.net/sprites/sword-shield/icon/tangela.png,Tangela,"[""Grass""]"
115,https://img.pokemondb.net/sprites/sword-shield/icon/kangaskhan.png,Kangaskhan,"[""Normal""]"
115,https://img.pokemondb.net/sprites/sword-shield/icon/kangaskhan-mega.png,Kangaskhan Mega Kangaskhan,"[""Normal""]"
116,https://img.pokemondb.net/sprites/sword-shield/icon/horsea.png,Horsea,"[""Water""]"
117,https://img.pokemondb.net/sprites/sword-shield/icon/seadra.png,Seadra,"[""Water""]"
118,https://img.pokemondb.net/sprites/sword-shield/icon/goldeen.png,Goldeen,"[""Water""]"
119,https://img.pokemondb.net/sprites/sword-shield/icon/seaking.png,Seaking,"[""Water""]"
120,https://img.pokemondb.net/sprites/sword-shield/icon/staryu.png,Staryu,"[""Water""]"
121,https://img.pokemondb.net/sprites/sword-shield/icon/starmie.png,Starmie,"[""Water"",""Psychic""]"
122,https://img.pokemondb.net/sprites/sword-shield/icon/mr-mime.png,Mr. Mime,"[""Psychic"",""Fairy""]"
122,https://img.pokemondb.net/sprites/sword-shield/icon/mr-mime-galarian.png,Mr. Mime Galarian Mr. Mime,"[""Ice"",""Psychic""]"
123,https://img.pokemondb.net/sprites/sword-shield/icon/scyther.png,Scyther,"[""Bug"",""Flying""]"
124,https://img.pokemondb.net/sprites/sword-shield/icon/jynx.png,Jynx,"[""Ice"",""Psychic""]"
125,https://img.pokemondb.net/sprites/sword-shield/icon/electabuzz.png,Electabuzz,"[""Electric""]"
126,https://img.pokemondb.net/sprites/sword-shield/icon/magmar.png,Magmar,"[""Fire""]"
127,https://img.pokemondb.net/sprites/sword-shield/icon/pinsir.png,Pinsir,"[""Bug""]"
127,https://img.pokemondb.net/sprites/sword-shield/icon/pinsir-mega.png,Pinsir Mega Pinsir,"[""Bug"",""Flying""]"
128,https://img.pokemondb.net/sprites/sword-shield/icon/tauros.png,Tauros,"[""Normal""]"
128,https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-paldean.png,Tauros Combat Breed,"[""Fighting""]"
128,https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-blaze.png,Tauros Blaze Breed,"[""Fighting"",""Fire""]"
128,https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-aqua.png,Tauros Aqua Breed,"[""Fighting"",""Water""]"
129,https://img.pokemondb.net/sprites/sword-shield/icon/magikarp.png,Magikarp,"[""Water""]"
130,https://img.pokemondb.net/sprites/sword-shield/icon/gyarados.png,Gyarados,"[""Water"",""Flying""]"
130,https://img.pokemondb.net/sprites/sword-shield/icon/gyarados-mega.png,Gyarados Mega Gyarados,"[""Water"",""Dark""]"
131,https://img.pokemondb.net/sprites/sword-shield/icon/lapras.png,Lapras,"[""Water"",""Ice""]"
132,https://img.pokemondb.net/sprites/sword-shield/icon/ditto.png,Ditto,"[""Normal""]"
133,https://img.pokemondb.net/sprites/sword-shield/icon/eevee.png,Eevee,"[""Normal""]"
133,https://img.pokemondb.net/sprites/sword-shield/icon/eevee-lets-go.png,Eevee Partner Eevee,"[""Normal""]"
134,https://img.pokemondb.net/sprites/sword-shield/icon/vaporeon.png,Vaporeon,"[""Water""]"
135,https://img.pokemondb.net/sprites/sword-shield/icon/jolteon.png,Jolteon,"[""Electric""]"
136,https://img.pokemondb.net/sprites/sword-shield/icon/flareon.png,Flareon,"[""Fire""]"
137,https://img.pokemondb.net/sprites/sword-shield/icon/porygon.png,Porygon,"[""Normal""]"
138,https://img.pokemondb.net/sprites/sword-shield/icon/omanyte.png,Omanyte,"[""Rock"",""Water""]"
139,https://img.pokemondb.net/sprites/sword-shield/icon/omastar.png,Omastar,"[""Rock"",""Water""]"
140,https://img.pokemondb.net/sprites/sword-shield/icon/kabuto.png,Kabuto,"[""Rock"",""Water""]"
141,https://img.pokemondb.net/sprites/sword-shield/icon/kabutops.png,Kabutops,"[""Rock"",""Water""]"
142,https://img.pokemondb.net/sprites/sword-shield/icon/aerodactyl.png,Aerodactyl,"[""Rock"",""Flying""]"
142,https://img.pokemondb.net/sprites/sword-shield/icon/aerodactyl-mega.png,Aerodactyl Mega Aerodactyl,"[""Rock"",""Flying""]"
143,https://img.pokemondb.net/sprites/sword-shield/icon/snorlax.png,Snorlax,"[""Normal""]"
144,https://img.pokemondb.net/sprites/sword-shield/icon/articuno.png,Articuno,"[""Ice"",""Flying""]"
144,https://img.pokemondb.net/sprites/sword-shield/icon/articuno-galarian.png,Articuno Galarian Articuno,"[""Psychic"",""Flying""]"
145,https://img.pokemondb.net/sprites/sword-shield/icon/zapdos.png,Zapdos,"[""Electric"",""Flying""]"
145,https://img.pokemondb.net/sprites/sword-shield/icon/zapdos-galarian.png,Zapdos Galarian Zapdos,"[""Fighting"",""Flying""]"
146,https://img.pokemondb.net/sprites/sword-shield/icon/moltres.png,Moltres,"[""Fire"",""Flying""]"
146,https://img.pokemondb.net/sprites/sword-shield/icon/moltres-galarian.png,Moltres Galarian Moltres,"[""Dark"",""Flying""]"
147,https://img.pokemondb.net/sprites/sword-shield/icon/dratini.png,Dratini,"[""Dragon""]"
148,https://img.pokemondb.net/sprites/sword-shield/icon/dragonair.png,Dragonair,"[""Dragon""]"
149,https://img.pokemondb.net/sprites/sword-shield/icon/dragonite.png,Dragonite,"[""Dragon"",""Flying""]"
150,https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo.png,Mewtwo,"[""Psychic""]"
150,https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo-mega-x.png,Mewtwo Mega Mewtwo X,"[""Psychic"",""Fighting""]"
150,https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo-mega-y.png,Mewtwo Mega Mewtwo Y,"[""Psychic""]"
151,https://img.pokemondb.net/sprites/sword-shield/icon/mew.png,Mew,"[""Psychic""]"
152,https://img.pokemondb.net/sprites/sword-shield/icon/chikorita.png,Chikorita,"[""Grass""]"
153,https://img.pokemondb.net/sprites/sword-shield/icon/bayleef.png,Bayleef,"[""Grass""]"
154,https://img.pokemondb.net/sprites/sword-shield/icon/meganium.png,Meganium,"[""Grass""]"
155,https://img.pokemondb.net/sprites/sword-shield/icon/cyndaquil.png,Cyndaquil,"[""Fire""]"
156,https://img.pokemondb.net/sprites/sword-shield/icon/quilava.png,Quilava,"[""Fire""]"
157,https://img.pokemondb.net/sprites/sword-shield/icon/typhlosion.png,Typhlosion,"[""Fire""]"
157,https://img.pokemondb.net/sprites/scarlet-violet/icon/typhlosion-hisuian.png,Typhlosion Hisuian Typhlosion,"[""Fire"",""Ghost""]"
158,https://img.pokemondb.net/sprites/sword-shield/icon/totodile.png,Totodile,"[""Water""]"
159,https://img.pokemondb.net/sprites/sword-shield/icon/croconaw.png,Croconaw,"[""Water""]"
160,https://img.pokemondb.net/sprites/sword-shield/icon/feraligatr.png,Feraligatr,"[""Water""]"
161,https://img.pokemondb.net/sprites/sword-shield/icon/sentret.png,Sentret,"[""Normal""]"
162,https://img.pokemondb.net/sprites/sword-shield/icon/furret.png,Furret,"[""Normal""]"
163,https://img.pokemondb.net/sprites/sword-shield/icon/hoothoot.png,Hoothoot,"[""Normal"",""Flying""]"
164,https://img.pokemondb.net/sprites/sword-shield/icon/noctowl.png,Noctowl,"[""Normal"",""Flying""]"
165,https://img.pokemondb.net/sprites/sword-shield/icon/ledyba.png,Ledyba,"[""Bug"",""Flying""]"
166,https://img.pokemondb.net/sprites/sword-shield/icon/ledian.png,Ledian,"[""Bug"",""Flying""]"
167,https://img.pokemondb.net/sprites/sword-shield/icon/spinarak.png,Spinarak,"[""Bug"",""Poison""]"
168,https://img.pokemondb.net/sprites/sword-shield/icon/ariados.png,Ariados,"[""Bug"",""Poison""]"
169,https://img.pokemondb.net/sprites/sword-shield/icon/crobat.png,Crobat,"[""Poison"",""Flying""]"
170,https://img.pokemondb.net/sprites/sword-shield/icon/chinchou.png,Chinchou,"[""Water"",""Electric""]"
171,https://img.pokemondb.net/sprites/sword-shield/icon/lanturn.png,Lanturn,"[""Water"",""Electric""]"
172,https://img.pokemondb.net/sprites/sword-shield/icon/pichu.png,Pichu,"[""Electric""]"
173,https://img.pokemondb.net/sprites/sword-shield/icon/cleffa.png,Cleffa,"[""Fairy""]"
174,https://img.pokemondb.net/sprites/sword-shield/icon/igglybuff.png,Igglybuff,"[""Normal"",""Fairy""]"
175,https://img.pokemondb.net/sprites/sword-shield/icon/togepi.png,Togepi,"[""Fairy""]"
176,https://img.pokemondb.net/sprites/sword-shield/icon/togetic.png,Togetic,"[""Fairy"",""Flying""]"
177,https://img.pokemondb.net/sprites/sword-shield/icon/natu.png,Natu,"[""Psychic"",""Flying""]"
178,https://img.pokemondb.net/sprites/sword-shield/icon/xatu.png,Xatu,"[""Psychic"",""Flying""]"
179,https://img.pokemondb.net/sprites/sword-shield/icon/mareep.png,Mareep,"[""Electric""]"
180,https://img.pokemondb.net/sprites/sword-shield/icon/flaaffy.png,Flaaffy,"[""Electric""]"
181,https://img.pokemondb.net/sprites/sword-shield/icon/ampharos.png,Ampharos,"[""Electric""]"
181,https://img.pokemondb.net/sprites/sword-shield/icon/ampharos-mega.png,Ampharos Mega Ampharos,"[""Electric"",""Dragon""]"
182,https://img.pokemondb.net/sprites/sword-shield/icon/bellossom.png,Bellossom,"[""Grass""]"
183,https://img.pokemondb.net/sprites/sword-shield/icon/marill.png,Marill,"[""Water"",""Fairy""]"
184,https://img.pokemondb.net/sprites/sword-shield/icon/azumarill.png,Azumarill,"[""Water"",""Fairy""]"
185,https://img.pokemondb.net/sprites/sword-shield/icon/sudowoodo.png,Sudowoodo,"[""Rock""]"
186,https://img.pokemondb.net/sprites/sword-shield/icon/politoed.png,Politoed,"[""Water""]"
187,https://img.pokemondb.net/sprites/sword-shield/icon/hoppip.png,Hoppip,"[""Grass"",""Flying""]"
188,https://img.pokemondb.net/sprites/sword-shield/icon/skiploom.png,Skiploom,"[""Grass"",""Flying""]"
189,https://img.pokemondb.net/sprites/sword-shield/icon/jumpluff.png,Jumpluff,"[""Grass"",""Flying""]"
190,https://img.pokemondb.net/sprites/sword-shield/icon/aipom.png,Aipom,"[""Normal""]"
191,https://img.pokemondb.net/sprites/sword-shield/icon/sunkern.png,Sunkern,"[""Grass""]"
192,https://img.pokemondb.net/sprites/sword-shield/icon/sunflora.png,Sunflora,"[""Grass""]"
193,https://img.pokemondb.net/sprites/sword-shield/icon/yanma.png,Yanma,"[""Bug"",""Flying""]"
194,https://img.pokemondb.net/sprites/sword-shield/icon/wooper.png,Wooper,"[""Water"",""Ground""]"
194,https://img.pokemondb.net/sprites/scarlet-violet/icon/wooper-paldean.png,Wooper Paldean Wooper,"[""Poison"",""Ground""]"
195,https://img.pokemondb.net/sprites/sword-shield/icon/quagsire.png,Quagsire,"[""Water"",""Ground""]"
